#Custom ID, type, EPIC ID, RA, Dec, target name
200252726,5,,,,TNO.134860
200252727,5,,,,TNO.134860
200252728,5,,,,TNO.134860
200252729,5,,,,TNO.134860
200252730,5,,,,TNO.134860
200252731,5,,,,TNO.134860
200252732,5,,,,TNO.134860
200252733,5,,,,TNO.134860
200252734,5,,,,TNO.134860
200252735,5,,,,TNO.134860
200252736,5,,,,TNO.134860
200252737,5,,,,TNO.134860
200252738,5,,,,TNO.134860
200252739,5,,,,TNO.134860
200252740,5,,,,TNO.134860
200252741,5,,,,TNO.134860
200252742,5,,,,TNO.134860
200252743,5,,,,TNO.134860
200252744,5,,,,TNO.134860
200252745,5,,,,TNO.134860
200252746,5,,,,TNO.134860
200252747,5,,,,TNO.134860
200252748,5,,,,TNO.134860
200252749,5,,,,TNO.134860
200252750,5,,,,TNO.134860
200252751,5,,,,TNO.134860
200252752,5,,,,TNO.134860
200252753,5,,,,TNO.134860
200252754,5,,,,TNO.134860
200252755,5,,,,TNO.134860
200252756,5,,,,TNO.134860
200252757,5,,,,TNO.134860
200252758,5,,,,TNO.134860
200252759,5,,,,TNO.134860
200252760,5,,,,TNO.134860
200252761,5,,,,TNO.134860
200252762,5,,,,TNO.134860
200252763,5,,,,TNO.134860
200252764,5,,,,TNO.134860
200252765,5,,,,TNO.134860
200252766,5,,,,TNO.134860
200252767,5,,,,TNO.134860
200252768,5,,,,TNO.134860
200252769,5,,,,TNO.134860
200252770,5,,,,TNO.134860
200252771,5,,,,TNO.134860
200252772,5,,,,TNO.134860
200252773,5,,,,TNO.134860
200252774,5,,,,TNO.134860
200252775,5,,,,TNO.134860
200252776,5,,,,TNO.134860
200252777,5,,,,TNO.134860
200252778,5,,,,TNO.134860
200252779,5,,,,TNO.134860
200252780,5,,,,TNO.134860
200252781,5,,,,TNO.134860
200252782,5,,,,TNO.134860
200252783,5,,,,TNO.134860
200252784,5,,,,TNO.134860
200252785,5,,,,TNO.134860
200252786,5,,,,TNO.134860
200252787,5,,,,TNO.134860
200252788,5,,,,TNO.134860
200252789,5,,,,TNO.134860
200252790,5,,,,TNO.134860
200252791,5,,,,TNO.134860
200252792,5,,,,TNO.134860
200252793,5,,,,TNO.134860
