# Summary of K2 Program GO17063

Title: The K2 M Dwarf Project

PI: Dressing, Courtney (University of California, Berkeley)
CoIs: Ian Crossfield (MIT), Joshua Schlieder (NASA Goddard), Kevin Hardegree-Ullman(University of Toledo), Jessie Christiansen (NExScI/IPAC), Erik Petigura (Caltech)



# Targets requested by this program that have been observed (3210)
EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
212882329, 203.0087585, -2.6385181, 15.394, GO17063_LC|GO17067_LC|GO17068_LC
212882364, 206.3102875, -2.6367321, 16.857, GO17063_LC|GO17067_LC
212882376, 203.4811554, -2.636121, 12.6, GO17049_LC|GO17063_LC|GO17067_LC|GO17068_LC
212882803, 204.1191101, -2.612576, 15.169, GO17063_LC|GO17067_LC|GO17068_LC
212882881, 206.7811432, -2.6076369, 17.203, GO17063_LC
212883248, 204.1520996, -2.5872829, 14.062, GO17063_LC|GO17067_LC
212884924, 203.9073486, -2.4681361, 16.074, GO17063_LC|GO17067_LC|GO17068_LC
212885400, 204.4854431, -2.4220729, 16.607, GO17063_LC
212885442, 204.0430756, -2.4181631, 15.582, GO17005_LC|GO17063_LC|GO17067_LC|GO17068_LC
212885735, 203.7545013, -2.389715, 16.451, GO17063_LC|GO17067_LC|GO17068_LC
212885936, 205.2604218, -2.36674, 15.261, GO17052_LC|GO17054_LC|GO17063_LC|GO17067_LC|GO17068_LC|GO17052_SC
229227247, 202.00444, -5.0368114, 13.96, GO17063_LC
229227249, 202.14558, -10.425306, 17.9, GO17063_LC
229227275, 199.78996, -11.110749, 15.8, GO17063_LC
229227315, 205.85852, -5.936656, 14.8, GO17063_LC
229227323, 208.44835, -8.740372, 15.6, GO17063_LC
251494992, 197.55586, -5.311181, 17.187, GO17063_LC
251495290, 197.732092, -5.276571, 15.002, GO17063_LC|GO17068_LC
251495685, 196.871802, -5.227833, 16.18, GO17063_LC|GO17068_LC
251495890, 198.100315, -5.202912, 17.266, GO17063_LC
251496281, 197.707516, -5.156771, 16.031, GO17063_LC|GO17068_LC
251496660, 198.155052, -5.109475, 15.181, GO17063_LC|GO17068_LC
251496687, 196.413411, -5.105756, 16.026, GO17063_LC|GO17068_LC
251496717, 196.470313, -5.101799, 14.92, GO17063_LC|GO17068_LC
251496868, 198.074364, -5.085624, 17.16, GO17063_LC
251496900, 197.193697, -5.082491, 15.725, GO17063_LC|GO17068_LC
251497002, 195.990373, -5.070169, 14.411, GO17063_LC|GO17068_LC
251497071, 198.293894, -5.061382, 16.573, GO17063_LC
251497285, 197.418784, -5.036553, 14.588, GO17063_LC|GO17068_LC
251497364, 196.157973, -5.026115, 16.523, GO17063_LC
251497565, 196.835007, -5.002356, 14.937, GO17063_LC|GO17068_LC
251497659, 197.230363, -4.991664, 16.779, GO17063_LC
251498286, 197.284829, -4.917856, 16.508, GO17063_LC
251498480, 197.04334, -4.895092, 16.827, GO17063_LC
251498557, 196.02628, -4.885796, 17.102, GO17063_LC
251498578, 196.593622, -4.883835, 15.241, GO17063_LC|GO17068_LC
251498638, 196.041457, -4.877313, 13.684, GO17063_LC|GO17068_LC
251498955, 197.284973, -4.837762, 17.48, GO17063_LC
251499008, 196.71052, -4.831646, 16.991, GO17063_LC
251499009, 196.373337, -4.831575, 16.939, GO17063_LC
251499067, 196.611383, -4.825307, 16.228, GO17063_LC
251499134, 198.117544, -4.815891, 14.926, GO17063_LC|GO17068_LC
251499139, 198.123355, -4.815547, 16.515, GO17063_LC
251499453, 196.505545, -4.776034, 17.075, GO17063_LC
251499593, 196.071421, -4.760565, 16.255, GO17063_LC
251499774, 196.770478, -4.738397, 15.505, GO17063_LC|GO17068_LC
251500351, 197.605483, -4.673626, 17.147, GO17063_LC
251500532, 197.848474, -4.654545, 16.595, GO17063_LC
251500541, 197.611014, -4.65369, 16.824, GO17063_LC
251500542, 197.904509, -4.653631, 14.887, GO17063_LC|GO17068_LC
251500761, 197.387119, -4.629846, 15.581, GO17063_LC|GO17068_LC
251500925, 197.524764, -4.610005, 15.989, GO17063_LC|GO17068_LC
251501671, 198.125699, -4.526558, 16.752, GO17063_LC
251501969, 197.642584, -4.496199, 13.819, GO17063_LC|GO17068_LC
251502266, 196.579546, -4.468361, 16.695, GO17053_LC|GO17063_LC
251502310, 196.131224, -4.463538, 16.059, GO17063_LC|GO17068_LC
251502468, 196.776639, -4.449312, 12.473, GO17063_LC|GO17065_LC|GO17068_LC
251502600, 198.28507, -4.436181, 14.58, GO17063_LC|GO17068_LC
251502706, 197.543403, -4.425446, 17.545, GO17063_LC
251502800, 197.461784, -4.416586, 16.184, GO17063_LC|GO17068_LC
251502997, 197.577607, -4.396508, 16.872, GO17063_LC
251503468, 197.389906, -4.351918, 17.186, GO17063_LC
251503536, 198.110259, -4.344419, 14.133, GO17063_LC|GO17068_LC
251503626, 197.960007, -4.335366, 16.561, GO17063_LC
251503987, 198.173085, -4.298154, 17.18, GO17063_LC
251504228, 198.375602, -4.276318, 15.463, GO17063_LC|GO17068_LC
251504272, 198.070465, -4.271213, 16.689, GO17063_LC
251504627, 196.260204, -4.237522, 16.787, GO17063_LC
251504690, 197.42384, -4.23087, 16.019, GO17063_LC|GO17068_LC
251504753, 196.102697, -4.225084, 17.186, GO17063_LC
251505028, 197.130945, -4.200529, 13.431, GO17063_LC|GO17068_LC
251505037, 196.809561, -4.199657, 14.921, GO17063_LC|GO17068_LC
251505456, 196.763667, -4.163272, 16.295, GO17063_LC
251505560, 197.953395, -4.153065, 13.532, GO17063_LC|GO17068_LC
251505996, 197.924235, -4.111437, 16.888, GO17063_LC
251506012, 196.227361, -4.10914, 16.177, GO17063_LC|GO17068_LC
251506054, 198.347143, -4.105589, 15.394, GO17063_LC|GO17068_LC
251506231, 196.390952, -4.090136, 15.293, GO17054_LC|GO17063_LC|GO17068_LC
251506243, 198.197879, -4.089165, 16.488, GO17063_LC
251506332, 198.45079, -4.080439, 15.2, GO17063_LC|GO17068_LC
251506531, 198.300548, -4.062407, 17.513, GO17063_LC
251506536, 196.789632, -4.061782, 14.354, GO17063_LC|GO17068_LC
251507151, 196.517405, -4.003591, 14.966, GO17063_LC|GO17068_LC
251507328, 197.870347, -3.98671, 17.145, GO17063_LC
251507516, 196.94891, -3.970672, 15.746, GO17063_LC|GO17068_LC
251507685, 198.25236, -3.954187, 16.796, GO17063_LC
251507907, 196.526948, -3.932915, 16.17, GO17063_LC|GO17068_LC
251507948, 196.802855, -3.929627, 14.844, GO17063_LC|GO17068_LC
251507982, 196.380081, -3.926591, 15.067, GO17063_LC|GO17068_LC
251507983, 196.886101, -3.926544, 16.861, GO17063_LC
251508134, 198.290883, -3.912174, 17.171, GO17063_LC
251508207, 196.530759, -3.90509, 16.704, GO17063_LC
251508423, 196.168131, -3.887612, 15.46, GO17063_LC|GO17068_LC
251509024, 198.103691, -3.83888, 17.467, GO17063_LC
251509137, 197.068376, -3.828935, 15.911, GO17063_LC|GO17068_LC
251509424, 197.898391, -3.804423, 11.904, GO17063_LC|GO17065_LC|GO17068_LC
251509658, 196.378058, -3.784478, 15.837, GO17063_LC|GO17068_LC
251509717, 196.132401, -3.779915, 16.839, GO17063_LC
251509915, 198.471404, -3.763006, 16.81, GO17063_LC
251510181, 196.438169, -3.741877, 16.377, GO17063_LC
251510703, 197.110167, -3.703897, 16.389, GO17063_LC
251511346, 197.958206, -3.671902, 15.747, GO17063_LC|GO17068_LC
251511697, 196.531566, -3.657054, 16.985, GO17063_LC
251512053, 196.575058, -3.642811, 10.654, GO17001_LC|GO17038_LC|GO17052_LC|GO17063_LC|GO17068_LC|GO17052_SC
251512213, 196.551642, -3.636069, 13.145, GO17063_LC|GO17068_LC
251512710, 196.73255, -3.613955, 16.955, GO17063_LC
251512758, 198.373284, -3.612455, 17.452, GO17063_LC
251513017, 198.304953, -3.600549, 17.298, GO17063_LC
251513338, 198.111719, -3.587373, 16.547, GO17063_LC|GO17068_LC
251513893, 198.240769, -3.56278, 17.296, GO17063_LC
251514243, 197.293548, -3.547351, 16.529, GO17063_LC
251514291, 196.926458, -3.54524, 15.584, GO17063_LC|GO17068_LC
251514692, 198.238021, -3.528258, 16.841, GO17063_LC|GO17068_LC
251514962, 197.848312, -3.517523, 15.834, GO17063_LC|GO17068_LC
251515301, 197.054434, -3.503928, 15.504, GO17063_LC|GO17068_LC
251515307, 196.749157, -3.50373, 16.466, GO17063_LC|GO17068_LC
251515722, 198.30526, -3.487111, 15.753, GO17063_LC|GO17068_LC
251515990, 197.701549, -3.477409, 12.483, GO17063_LC|GO17065_LC|GO17068_LC
251516731, 196.435737, -3.449505, 16.821, GO17063_LC
251517472, 197.584026, -3.422332, 17.575, GO17063_LC
251517493, 196.833907, -3.421547, 14.987, GO17063_LC|GO17068_LC
251518061, 197.643372, -3.398794, 14.96, GO17063_LC|GO17068_LC
251519366, 198.184113, -3.345695, 15.738, GO17063_LC|GO17068_LC
251519568, 196.968609, -3.338276, 13.812, GO17063_LC|GO17068_LC
251519676, 197.447751, -3.334138, 12.671, GO17063_LC|GO17065_LC|GO17068_LC
251521149, 197.729494, -3.277748, 14.889, GO17063_LC|GO17068_LC
251521287, 196.33924, -3.272821, 16.256, GO17063_LC|GO17068_LC
251521526, 198.026886, -3.264467, 15.239, GO17063_LC|GO17068_LC
251521602, 197.783159, -3.261883, 16.744, GO17063_LC|GO17068_LC
251522190, 197.134472, -3.239862, 16.393, GO17063_LC|GO17068_LC
251522795, 197.150873, -3.217766, 14.989, GO17063_LC|GO17068_LC
251523000, 198.231866, -3.20976, 15.075, GO17063_LC|GO17068_LC
251523681, 198.01006, -3.182857, 17.057, GO17063_LC
251524977, 196.540902, -3.134213, 14.396, GO17063_LC|GO17068_LC
251525536, 196.359477, -3.113018, 15.403, GO17063_LC|GO17068_LC
251526434, 196.955607, -3.080019, 17.06, GO17063_LC
251527471, 197.651588, -3.043123, 17.413, GO17063_LC
251528545, 196.667456, -3.006899, 16.763, GO17063_LC|GO17068_LC
251528571, 197.848151, -3.00607, 16.805, GO17063_LC
251530272, 196.512486, -2.946537, 13.098, GO17063_LC|GO17068_LC
251530342, 196.686445, -2.943701, 17.421, GO17063_LC
251530981, 197.206021, -2.922166, 17.409, GO17063_LC|GO17068_LC
251531066, 196.275789, -2.919303, 16.822, GO17063_LC
251531530, 201.089365, -2.904526, 16.591, GO17063_LC|GO17068_LC
251532726, 200.933605, -2.863332, 16.076, GO17063_LC|GO17068_LC
251532751, 196.502679, -2.862609, 18.526, GO17063_LC
251533018, 200.798384, -2.854797, 14.503, GO17063_LC|GO17068_LC
251533098, 200.916251, -2.852604, 17.905, GO17063_LC
251534383, 205.365249, -2.812038, 17.461, GO17063_LC
251534592, 200.737786, -2.805278, 16.539, GO17063_LC|GO17068_LC
251534695, 201.179356, -2.802284, 13.584, GO17063_LC|GO17068_LC
251535045, 196.540116, -2.792097, 17.469, GO17063_LC
251535173, 200.824991, -2.788186, 15.832, GO17063_LC|GO17068_LC
251535985, 201.406713, -2.761337, 17.14, GO17063_LC
251536728, 200.264708, -2.738772, 16.545, GO17063_LC|GO17068_LC
251536769, 199.914281, -2.737845, 15.147, GO17063_LC|GO17068_LC
251536869, 200.281125, -2.734988, 13.514, GO17063_LC|GO17068_LC
251536989, 199.87127, -2.730841, 15.163, GO17063_LC|GO17068_LC
251537466, 200.191763, -2.717579, 15.003, GO17063_LC|GO17068_LC
251538828, 199.742395, -2.676506, 15.914, GO17053_LC|GO17063_LC|GO17068_LC
251539183, 200.621279, -2.666815, 16.373, GO17063_LC|GO17068_LC
251539251, 199.747127, -2.664796, 13.513, GO17063_LC|GO17068_LC
251540467, 200.465357, -2.62882, 11.492, GO17001_LC|GO17052_LC|GO17063_LC|GO17065_LC|GO17068_LC|GO17052_SC
251540502, 199.413703, -2.627961, 17.127, GO17063_LC
251540652, 199.490694, -2.623822, 16.58, GO17063_LC|GO17068_LC
251542459, 202.530283, -2.572661, 12.884, GO17063_LC|GO17065_LC|GO17067_LC|GO17068_LC
251542664, 199.961833, -2.566658, 13.174, GO17063_LC|GO17068_LC
251542683, 199.930487, -2.566088, 14.483, GO17063_LC|GO17068_LC
251543227, 202.371236, -2.550861, 16.011, GO17063_LC|GO17067_LC|GO17068_LC
251543233, 200.152704, -2.550764, 15.044, GO17063_LC|GO17068_LC
251543460, 200.544826, -2.544981, 17.165, GO17063_LC|GO17068_LC
251543704, 202.785146, -2.538795, 16.0, GO17063_LC|GO17067_LC|GO17068_LC
251543753, 201.477609, -2.53742, 14.763, GO17063_LC|GO17067_LC|GO17068_LC
251544003, 203.364737, -2.530363, 17.796, GO17063_LC
251545096, 202.470724, -2.501722, 17.39, GO17063_LC
251545258, 200.467394, -2.497696, 15.668, GO17063_LC|GO17068_LC
251545534, 201.435427, -2.491401, 14.853, GO17063_LC|GO17067_LC|GO17068_LC
251545998, 200.665114, -2.479029, 16.174, GO17063_LC|GO17068_LC
251546309, 199.280211, -2.471106, 13.836, GO17063_LC|GO17068_LC
251546773, 200.769747, -2.458194, 14.606, GO17063_LC|GO17068_LC
251547618, 200.796515, -2.436995, 17.77, GO17063_LC
251547803, 203.054384, -2.432575, 15.216, GO17063_LC|GO17067_LC|GO17068_LC
251548420, 202.945529, -2.416683, 17.488, GO17063_LC
251548925, 200.072755, -2.403624, 13.813, GO17063_LC|GO17068_LC
251549053, 199.926645, -2.400338, 14.523, GO17054_LC|GO17063_LC|GO17068_LC
251549096, 202.567894, -2.399507, 15.899, GO17063_LC|GO17067_LC|GO17068_LC
251549358, 201.090407, -2.392776, 13.392, GO17054_LC|GO17063_LC|GO17067_LC|GO17068_LC
251549538, 201.095558, -2.388177, 16.148, GO17054_LC|GO17063_LC|GO17067_LC|GO17068_LC
251549540, 207.261449, -2.388151, 17.701, GO17063_LC
251550259, 199.700057, -2.37099, 16.131, GO17063_LC|GO17068_LC
251550365, 202.87855, -2.368715, 17.532, GO17063_LC
251550511, 201.560797, -2.365191, 14.17, GO17063_LC|GO17067_LC|GO17068_LC
251550724, 202.087831, -2.360283, 10.159, GO17001_LC|GO17014_LC|GO17038_LC|GO17046_LC|GO17052_LC|GO17063_LC|GO17067_LC|GO17068_LC|GO17052_SC
251550799, 203.187238, -2.358613, 14.795, GO17063_LC|GO17067_LC|GO17068_LC
251550918, 203.421806, -2.355611, 17.102, GO17063_LC
251551645, 202.336321, -2.339017, 14.345, GO17063_LC|GO17067_LC|GO17068_LC
251551885, 205.908598, -2.33355, 12.426, GO17063_LC|GO17065_LC|GO17067_LC|GO17068_LC
251551942, 200.946195, -2.332159, 14.816, GO17063_LC|GO17067_LC|GO17068_LC
251552209, 202.518382, -2.326547, 17.291, GO17063_LC
251552392, 199.715423, -2.322612, 16.088, GO17063_LC|GO17068_LC
251552485, 206.015077, -2.321002, 16.399, GO17063_LC|GO17067_LC|GO17068_LC
251552809, 201.104363, -2.313848, 15.85, GO17063_LC
251553070, 200.102024, -2.308277, 15.961, GO17063_LC|GO17068_LC
251553592, 206.479527, -2.296603, 13.238, GO17063_LC|GO17067_LC|GO17068_LC
251553643, 204.067025, -2.295714, 15.872, GO17063_LC|GO17067_LC|GO17068_LC
251553647, 200.586547, -2.295601, 16.453, GO17063_LC|GO17068_LC
251553867, 199.993635, -2.291039, 15.563, GO17063_LC|GO17068_LC
251553990, 205.448083, -2.288556, 15.374, GO17063_LC|GO17067_LC|GO17068_LC
251554093, 203.615357, -2.28592, 13.528, GO17063_LC|GO17067_LC|GO17068_LC
251554101, 199.726831, -2.285773, 15.398, GO17063_LC|GO17068_LC
251554107, 205.697118, -2.285717, 17.455, GO17063_LC|GO17067_LC
251554125, 203.501083, -2.285258, 15.675, GO17063_LC|GO17067_LC|GO17068_LC
251554321, 199.647508, -2.281157, 17.5, GO17063_LC
251554543, 199.286665, -2.276484, 17.373, GO17063_LC
251554632, 201.317737, -2.274647, 12.495, GO17063_LC|GO17065_LC|GO17067_LC
251554667, 206.269529, -2.273931, 17.382, GO17063_LC|GO17067_LC
251554946, 199.398017, -2.26897, 17.983, GO17063_LC
251555141, 203.933291, -2.265053, 14.021, GO17063_LC|GO17067_LC|GO17068_LC
251555150, 203.519383, -2.264921, 14.01, GO17063_LC|GO17067_LC|GO17068_LC
251555270, 206.611559, -2.263047, 16.364, GO17063_LC
251555501, 205.907983, -2.258621, 14.182, GO17063_LC|GO17067_LC|GO17068_LC
251556121, 205.895801, -2.246224, 15.167, GO17063_LC|GO17067_LC|GO17068_LC
251556906, 203.645096, -2.229518, 15.126, GO17063_LC|GO17067_LC|GO17068_LC
251557112, 203.950195, -2.225664, 15.031, GO17063_LC|GO17067_LC|GO17068_LC
251557383, 206.43582, -2.21962, 16.557, GO17063_LC|GO17067_LC
251557464, 199.912548, -2.218053, 14.215, GO17063_LC|GO17068_LC
251557468, 203.577789, -2.21798, 11.987, GO17063_LC|GO17065_LC|GO17067_LC|GO17068_LC
251557769, 201.650399, -2.211605, 18.122, GO17063_LC
251557946, 205.604554, -2.207988, 12.108, GO17063_LC|GO17065_LC
251558871, 202.24578, -2.189007, 15.69, GO17063_LC|GO17067_LC
251559178, 202.424959, -2.182799, 16.935, GO17063_LC|GO17067_LC|GO17068_LC
251559735, 206.715067, -2.172617, 15.301, GO17063_LC|GO17067_LC|GO17068_LC
251559740, 201.645669, -2.172509, 15.283, GO17063_LC|GO17067_LC|GO17068_LC
251559791, 207.109025, -2.171512, 16.113, GO17063_LC|GO17067_LC|GO17068_LC
251559825, 201.639616, -2.17095, 15.312, GO17063_LC|GO17067_LC|GO17068_LC
251560010, 203.337863, -2.167596, 16.264, GO17063_LC|GO17067_LC|GO17068_LC
251560270, 203.519009, -2.16201, 16.882, GO17063_LC|GO17067_LC|GO17068_LC
251560541, 205.632484, -2.156633, 15.409, GO17063_LC|GO17067_LC|GO17068_LC
251561492, 201.576051, -2.137302, 12.378, GO17063_LC|GO17065_LC|GO17067_LC|GO17068_LC
251561522, 203.304483, -2.136825, 15.473, GO17063_LC|GO17067_LC|GO17068_LC
251561737, 200.496389, -2.13231, 14.824, GO17063_LC|GO17067_LC|GO17068_LC
251562199, 206.120927, -2.123149, 15.166, GO17063_LC|GO17067_LC|GO17068_LC
251563193, 201.334857, -2.10174, 12.022, GO17063_LC|GO17065_LC|GO17067_LC|GO17068_LC
251564172, 200.015329, -2.081756, 17.198, GO17063_LC|GO17068_LC
251564890, 201.153491, -2.065952, 17.273, GO17063_LC
251564951, 200.559037, -2.064744, 15.848, GO17063_LC|GO17067_LC|GO17068_LC
251565448, 205.136893, -2.053641, 14.306, GO17063_LC|GO17067_LC|GO17068_LC
251565559, 205.921417, -2.051444, 17.311, GO17063_LC
251566398, 199.902438, -2.034229, 17.011, GO17063_LC|GO17068_LC
251566443, 203.811433, -2.03344, 14.213, GO17063_LC|GO17067_LC|GO17068_LC
251566800, 202.301735, -2.025462, 15.527, GO17053_LC|GO17063_LC|GO17067_LC|GO17068_LC
251567364, 207.180311, -2.014064, 14.187, GO17063_LC|GO17067_LC|GO17068_LC
251567386, 203.440841, -2.013658, 12.308, GO17001_LC|GO17026_LC|GO17052_LC|GO17063_LC|GO17065_LC|GO17067_LC|GO17068_LC|GO17052_SC
251567665, 200.011231, -2.007939, 15.48, GO17063_LC
251567833, 203.696476, -2.004728, 16.712, GO17063_LC
251568443, 203.880084, -1.991728, 14.911, GO17063_LC|GO17067_LC|GO17068_LC
251569457, 199.319551, -1.970153, 17.345, GO17063_LC
251569982, 205.617301, -1.959283, 17.188, GO17063_LC|GO17067_LC
251570117, 200.456675, -1.956748, 17.252, GO17063_LC
251571170, 204.357274, -1.935799, 12.837, GO17052_LC|GO17063_LC|GO17065_LC|GO17067_LC|GO17068_LC|GO17052_SC
251571270, 200.897487, -1.933814, 17.339, GO17063_LC
251572163, 204.270083, -1.916773, 12.906, GO17063_LC|GO17065_LC|GO17067_LC|GO17068_LC
251572169, 200.45658, -1.916684, 13.811, GO17063_LC|GO17067_LC|GO17068_LC
251572296, 200.808522, -1.913841, 16.419, GO17063_LC
251572511, 202.905941, -1.909198, 16.316, GO17063_LC|GO17067_LC|GO17068_LC
251572806, 206.620126, -1.903119, 16.696, GO17063_LC|GO17067_LC|GO17068_LC
251573031, 201.151719, -1.898624, 15.665, GO17054_LC|GO17063_LC|GO17067_LC|GO17068_LC
251573148, 199.971523, -1.896704, 15.258, GO17063_LC|GO17067_LC|GO17068_LC
251573361, 201.159108, -1.892491, 14.073, GO17054_LC|GO17063_LC|GO17067_LC|GO17068_LC
251573453, 199.859307, -1.890836, 14.778, GO17063_LC|GO17067_LC|GO17068_LC
251573734, 206.308648, -1.885346, 16.313, GO17063_LC
251573819, 201.154405, -1.883751, 15.686, GO17063_LC|GO17067_LC|GO17068_LC
251574311, 200.1826, -1.874137, 14.218, GO17063_LC|GO17067_LC|GO17068_LC
251574528, 204.434247, -1.869697, 14.111, GO17063_LC|GO17067_LC|GO17068_LC
251574762, 201.083118, -1.864736, 17.222, GO17063_LC|GO17067_LC|GO17068_LC
251574766, 206.970261, -1.864696, 16.322, GO17063_LC|GO17067_LC|GO17068_LC
251575210, 204.470722, -1.85659, 15.554, GO17063_LC|GO17067_LC|GO17068_LC
251575336, 202.490632, -1.854118, 17.892, GO17063_LC
251575420, 203.744427, -1.852212, 16.009, GO17063_LC|GO17067_LC|GO17068_LC
251575787, 207.037836, -1.845596, 15.916, GO17063_LC|GO17067_LC|GO17068_LC
251576389, 206.50647, -1.8331, 18.031, GO17063_LC
251576393, 206.923818, -1.833018, 16.493, GO17063_LC|GO17067_LC|GO17068_LC
251576537, 200.556131, -1.829655, 16.829, GO17063_LC
251576898, 202.656287, -1.822569, 14.503, GO17063_LC|GO17067_LC|GO17068_LC
251577069, 199.305868, -1.819498, 15.638, GO17063_LC|GO17068_LC
251577218, 206.288398, -1.816145, 15.591, GO17063_LC|GO17067_LC|GO17068_LC
251577232, 202.442392, -1.815802, 15.33, GO17063_LC|GO17067_LC|GO17068_LC
251577467, 200.208897, -1.810844, 15.089, GO17063_LC|GO17067_LC|GO17068_LC
251577743, 205.901659, -1.80497, 17.33, GO17063_LC
251578623, 199.50808, -1.786869, 14.242, GO17063_LC|GO17068_LC
251578745, 199.354476, -1.784288, 16.617, GO17063_LC
251578812, 199.577523, -1.782749, 17.026, GO17063_LC
251578914, 199.410521, -1.780747, 15.844, GO17063_LC|GO17068_LC
251578978, 203.118187, -1.779531, 14.263, GO17063_LC|GO17067_LC|GO17068_LC
251579657, 205.470061, -1.765696, 16.94, GO17063_LC|GO17067_LC
251580014, 204.548934, -1.75778, 16.937, GO17063_LC|GO17067_LC
251580272, 201.48501, -1.752081, 14.901, GO17063_LC|GO17067_LC|GO17068_LC
251580373, 199.94624, -1.750076, 15.58, GO17063_LC|GO17067_LC|GO17068_LC
251580674, 203.962429, -1.743429, 13.583, GO17063_LC|GO17067_LC|GO17068_LC
251580879, 206.576928, -1.739726, 14.676, GO17063_LC|GO17067_LC|GO17068_LC
251581011, 207.172791, -1.736937, 17.529, GO17063_LC
251581778, 206.459176, -1.720701, 17.291, GO17063_LC
251582382, 205.43873, -1.708674, 17.242, GO17063_LC|GO17067_LC
251582401, 199.838747, -1.708154, 17.193, GO17063_LC
251582717, 201.503587, -1.701531, 14.625, GO17063_LC|GO17067_LC|GO17068_LC
251583003, 207.05376, -1.69541, 16.206, GO17063_LC|GO17067_LC|GO17068_LC
251583136, 202.605404, -1.692748, 17.356, GO17063_LC
251583182, 205.461736, -1.691529, 14.354, GO17063_LC|GO17067_LC|GO17068_LC
251583354, 206.511579, -1.688176, 14.216, GO17063_LC|GO17067_LC|GO17068_LC
251583820, 200.052329, -1.678028, 12.436, GO17001_LC|GO17014_LC|GO17052_LC|GO17063_LC|GO17065_LC|GO17067_LC|GO17068_LC|GO17052_SC
251584249, 203.776792, -1.66816, 14.59, GO17063_LC|GO17067_LC|GO17068_LC
251584317, 206.879108, -1.66638, 16.428, GO17063_LC|GO17067_LC|GO17068_LC
251584376, 202.414402, -1.665229, 15.7, GO17063_LC|GO17067_LC
251584597, 202.261739, -1.660701, 15.402, GO17063_LC|GO17067_LC|GO17068_LC
251584733, 201.494947, -1.657638, 14.962, GO17063_LC|GO17067_LC|GO17068_LC
251584738, 200.103918, -1.657507, 10.905, GO17001_LC|GO17014_LC|GO17038_LC|GO17052_LC|GO17063_LC|GO17065_LC|GO17067_LC|GO17068_LC|GO17052_SC
251585062, 201.259327, -1.650555, 14.181, GO17063_LC|GO17067_LC|GO17068_LC
251585396, 207.003471, -1.643507, 14.234, GO17063_LC|GO17067_LC|GO17068_LC
251585572, 202.527547, -1.639773, 16.572, GO17063_LC|GO17067_LC
251585656, 204.480489, -1.638104, 15.849, GO17063_LC|GO17067_LC|GO17068_LC
251585810, 203.820792, -1.634837, 12.393, GO17063_LC|GO17065_LC|GO17067_LC|GO17068_LC
251586219, 206.795575, -1.626273, 15.295, GO17063_LC|GO17067_LC|GO17068_LC
251586427, 201.519684, -1.621923, 17.245, GO17063_LC|GO17067_LC
251586495, 201.194126, -1.620257, 15.617, GO17063_LC|GO17067_LC|GO17068_LC
251586862, 206.682034, -1.612397, 15.279, GO17063_LC|GO17067_LC|GO17068_LC
251587178, 201.273187, -1.605008, 14.189, GO17063_LC|GO17067_LC|GO17068_LC
251587710, 203.14942, -1.593009, 17.7, GO17063_LC
251588023, 205.653465, -1.586395, 17.325, GO17063_LC
251588438, 200.607893, -1.57767, 16.662, GO17063_LC|GO17067_LC|GO17068_LC
251588947, 206.799113, -1.566891, 16.037, GO17063_LC|GO17067_LC|GO17068_LC
251589111, 201.3591, -1.563636, 14.721, GO17063_LC|GO17067_LC|GO17068_LC
251590060, 205.90429, -1.541709, 15.322, GO17063_LC|GO17067_LC|GO17068_LC
