EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
200064606, , , , GO8010_LC|1999VG135_TILE
200064607, , , , GO8010_LC|1999VG135_TILE
200064608, , , , GO8010_LC|1999VG135_TILE
200064609, , , , GO8010_LC|1999VG135_TILE
200064610, , , , GO8010_LC|1999VG135_TILE
200064611, , , , GO8010_LC|1999VG135_TILE
200064612, , , , GO8010_LC|1999VG135_TILE
200064613, , , , GO8010_LC|1999VG135_TILE
200064614, , , , GO8010_LC|1999VG135_TILE
200064615, , , , GO8010_LC|1999VG135_TILE
200064616, , , , GO8010_LC|1999VG135_TILE
200064617, , , , GO8010_LC|1999VG135_TILE
200064618, , , , GO8010_LC|1999VG135_TILE
200064619, , , , GO8010_LC|1999VG135_TILE
200064620, , , , GO8010_LC|1999VG135_TILE
200064621, , , , GO8010_LC|1999VG135_TILE
200064622, , , , GO8010_LC|1999VG135_TILE
200064623, , , , GO8010_LC|1999VG135_TILE
200064624, , , , GO8010_LC|1999VG135_TILE
200064625, , , , GO8010_LC|1999VG135_TILE
200064626, , , , GO8010_LC|1999VG135_TILE
200064627, , , , GO8010_LC|1999VG135_TILE
200064628, , , , GO8010_LC|1999VG135_TILE
200064629, , , , GO8010_LC|1999VG135_TILE
200064630, , , , GO8010_LC|1999VG135_TILE
200064631, , , , GO8010_LC|1999VG135_TILE
200064632, , , , GO8010_LC|1999VG135_TILE
200064633, , , , GO8010_LC|1999VG135_TILE
200064634, , , , GO8010_LC|1999VG135_TILE
200064635, , , , GO8010_LC|1999VG135_TILE
200064636, , , , GO8010_LC|1999VG135_TILE
200064637, , , , GO8010_LC|1999VG135_TILE
200064638, , , , GO8010_LC|1999VG135_TILE
200064639, , , , GO8010_LC|1999VG135_TILE
200064640, , , , GO8010_LC|1999VG135_TILE
200064641, , , , GO8010_LC|1999VG135_TILE
200064642, , , , GO8010_LC|1999VG135_TILE
200064643, , , , GO8010_LC|1999VG135_TILE
200064644, , , , GO8010_LC|1999VG135_TILE
200064645, , , , GO8010_LC|1999VG135_TILE
200064646, , , , GO8010_LC|1999VG135_TILE
200064647, , , , GO8010_LC|1999VG135_TILE
200064648, , , , GO8010_LC|1999VG135_TILE
200064649, , , , GO8010_LC|1999VG135_TILE
200064650, , , , GO8010_LC|1999VG135_TILE
200064651, , , , GO8010_LC|1999VG135_TILE
200064652, , , , GO8010_LC|1999VG135_TILE
200064653, , , , GO8010_LC|1999VG135_TILE
200064654, , , , GO8010_LC|1999VG135_TILE
200064655, , , , GO8010_LC|1999VG135_TILE
200064656, , , , GO8010_LC|1999VG135_TILE
200064657, , , , GO8010_LC|1999VG135_TILE
200064658, , , , GO8010_LC|1999VG135_TILE
200064659, , , , GO8010_LC|1999VG135_TILE
200064660, , , , GO8010_LC|1999VG135_TILE
200064661, , , , GO8010_LC|1999VG135_TILE
200064662, , , , GO8010_LC|1999VG135_TILE
200064663, , , , GO8010_LC|1999VG135_TILE
200064664, , , , GO8010_LC|1999VG135_TILE
200064665, , , , GO8010_LC|1999VG135_TILE
200064666, , , , GO8010_LC|1999VG135_TILE
200064667, , , , GO8010_LC|1999VG135_TILE
200064668, , , , GO8010_LC|1999VG135_TILE
200064669, , , , GO8010_LC|1999VG135_TILE
200064670, , , , GO8010_LC|1999VG135_TILE
200064671, , , , GO8010_LC|1999VG135_TILE
200064672, , , , GO8010_LC|1999VG135_TILE
200064673, , , , GO8010_LC|1999VG135_TILE
200064674, , , , GO8010_LC|1999VG135_TILE
200064675, , , , GO8010_LC|1999VG135_TILE
200064676, , , , GO8010_LC|1999VG135_TILE
200064677, , , , GO8010_LC|1999VG135_TILE
200064678, , , , GO8010_LC|1999VG135_TILE
200064679, , , , GO8010_LC|1999VG135_TILE
200064680, , , , GO8010_LC|1999VG135_TILE
200064681, , , , GO8010_LC|1999VG135_TILE
200064682, , , , GO8010_LC|1999VG135_TILE
200064683, , , , GO8010_LC|1999VG135_TILE
200064684, , , , GO8010_LC|1999VG135_TILE
200064685, , , , GO8010_LC|1999VG135_TILE
200064686, , , , GO8010_LC|1999VG135_TILE
200064687, , , , GO8010_LC|1999VG135_TILE
200064688, , , , GO8010_LC|1999VG135_TILE
200064689, , , , GO8010_LC|1999VG135_TILE
200064690, , , , GO8010_LC|1999VG135_TILE
200064691, , , , GO8010_LC|1999VG135_TILE
200064692, , , , GO8010_LC|1999VG135_TILE
200064693, , , , GO8010_LC|1999VG135_TILE
200064694, , , , GO8010_LC|1999VG135_TILE
200064695, , , , GO8010_LC|1999VG135_TILE
200064696, , , , GO8010_LC|1999VG135_TILE
200064697, , , , GO8010_LC|1999VG135_TILE
200064698, , , , GO8010_LC|1999VG135_TILE
200064699, , , , GO8010_LC|1999VG135_TILE
200064700, , , , GO8010_LC|1999VG135_TILE
200064701, , , , GO8010_LC|1999VG135_TILE
200064702, , , , GO8010_LC|1999VG135_TILE
200064703, , , , GO8010_LC|1999VG135_TILE
200064704, , , , GO8010_LC|1999VG135_TILE
200064705, , , , GO8010_LC|1999VG135_TILE
200064706, , , , GO8010_LC|1999VG135_TILE
200064707, , , , GO8010_LC|1999VG135_TILE
200064708, , , , GO8010_LC|1999VG135_TILE
200064709, , , , GO8010_LC|1999VG135_TILE
200064710, , , , GO8010_LC|1999VG135_TILE
200064711, , , , GO8010_LC|1999VG135_TILE
200064712, , , , GO8010_LC|1999VG135_TILE
200064713, , , , GO8010_LC|1999VG135_TILE
200064714, , , , GO8010_LC|1999VG135_TILE
200064715, , , , GO8010_LC|1999VG135_TILE
200064716, , , , GO8010_LC|1999VG135_TILE
200064717, , , , GO8010_LC|1999VG135_TILE
200064718, , , , GO8010_LC|1999VG135_TILE
200064719, , , , GO8010_LC|1999VG135_TILE
200064720, , , , GO8010_LC|1999VG135_TILE
200064721, , , , GO8010_LC|1999VG135_TILE
200064722, , , , GO8010_LC|1999VG135_TILE
200064723, , , , GO8010_LC|1999VG135_TILE
200064724, , , , GO8010_LC|1999VG135_TILE
200064725, , , , GO8010_LC|1999VG135_TILE
200064726, , , , GO8010_LC|1999VG135_TILE
200064727, , , , GO8010_LC|1999VG135_TILE
200064728, , , , GO8010_LC|1999VG135_TILE
200064729, , , , GO8010_LC|1999VG135_TILE
200064730, , , , GO8010_LC|1999VG135_TILE
200064731, , , , GO8010_LC|1999VG135_TILE
200064732, , , , GO8010_LC|1999VG135_TILE
200064733, , , , GO8010_LC|1999VG135_TILE
200064734, , , , GO8010_LC|1999VG135_TILE
200064735, , , , GO8010_LC|1999VG135_TILE
200064736, , , , GO8010_LC|1999VG135_TILE
200064737, , , , GO8010_LC|1999VG135_TILE
200064738, , , , GO8010_LC|1999VG135_TILE
200064739, , , , GO8010_LC|1999VG135_TILE
200064740, , , , GO8010_LC|1999VG135_TILE
200064741, , , , GO8010_LC|1999VG135_TILE
200064742, , , , GO8010_LC|1999VG135_TILE
200064743, , , , GO8010_LC|1999VG135_TILE
200064744, , , , GO8010_LC|1999VG135_TILE
200064745, , , , GO8010_LC|1999VG135_TILE
200064746, , , , GO8010_LC|1999VG135_TILE
200064747, , , , GO8010_LC|1999VG135_TILE
200064748, , , , GO8010_LC|1999VG135_TILE
200064749, , , , GO8010_LC|1999VG135_TILE
200064750, , , , GO8010_LC|1999VG135_TILE
200064751, , , , GO8010_LC|1999VG135_TILE
200064752, , , , GO8010_LC|1999VG135_TILE
200064753, , , , GO8010_LC|1999VG135_TILE
200064754, , , , GO8010_LC|1999VG135_TILE
200064755, , , , GO8010_LC|1999VG135_TILE
200064756, , , , GO8010_LC|1999VG135_TILE
200064757, , , , GO8010_LC|1999VG135_TILE
200064758, , , , GO8010_LC|1999VG135_TILE
200064759, , , , GO8010_LC|1999VG135_TILE
200064760, , , , GO8010_LC|1999VG135_TILE
200064761, , , , GO8010_LC|1999VG135_TILE
200064762, , , , GO8010_LC|1999VG135_TILE
200064763, , , , GO8010_LC|1999VG135_TILE
200064764, , , , GO8010_LC|1999VG135_TILE
200064765, , , , GO8010_LC|1999VG135_TILE
200064766, , , , GO8010_LC|1999VG135_TILE
200064767, , , , GO8010_LC|1999VG135_TILE
200064768, , , , GO8010_LC|1999VG135_TILE
200064769, , , , GO8010_LC|1999VG135_TILE
200064770, , , , GO8010_LC|1999VG135_TILE
200064771, , , , GO8010_LC|1999VG135_TILE
200064772, , , , GO8010_LC|1999VG135_TILE
200064773, , , , GO8010_LC|1999VG135_TILE
200064774, , , , GO8010_LC|1999VG135_TILE
200064775, , , , GO8010_LC|1999VG135_TILE
200064776, , , , GO8010_LC|1999VG135_TILE
200064777, , , , GO8010_LC|1999VG135_TILE
200064778, , , , GO8010_LC|1999VG135_TILE
200064779, , , , GO8010_LC|1999VG135_TILE
200064780, , , , GO8010_LC|1999VG135_TILE
200064781, , , , GO8010_LC|1999VG135_TILE
200064782, , , , GO8010_LC|1999VG135_TILE
200064783, , , , GO8010_LC|1999VG135_TILE
200064784, , , , GO8010_LC|1999VG135_TILE
200064785, , , , GO8010_LC|1999VG135_TILE
200064786, , , , GO8010_LC|1999VG135_TILE
200064787, , , , GO8010_LC|1999VG135_TILE
200064788, , , , GO8010_LC|1999VG135_TILE
200064789, , , , GO8010_LC|1999VG135_TILE
200064790, , , , GO8010_LC|1999VG135_TILE
200064791, , , , GO8010_LC|1999VG135_TILE
200064792, , , , GO8010_LC|1999VG135_TILE
200064793, , , , GO8010_LC|1999VG135_TILE
200064794, , , , GO8010_LC|1999VG135_TILE
200064795, , , , GO8010_LC|1999VG135_TILE
200064796, , , , GO8010_LC|1999VG135_TILE
200064797, , , , GO8010_LC|1999VG135_TILE
200064798, , , , GO8010_LC|1999VG135_TILE
200064799, , , , GO8010_LC|1999VG135_TILE
200064800, , , , GO8010_LC|1999VG135_TILE
200064801, , , , GO8010_LC|1999VG135_TILE
200064802, , , , GO8010_LC|1999VG135_TILE
200064803, , , , GO8010_LC|1999VG135_TILE
200064804, , , , GO8010_LC|1999VG135_TILE
200064805, , , , GO8010_LC|1999VG135_TILE
200064806, , , , GO8010_LC|1999VG135_TILE
200064807, , , , GO8010_LC|1999VG135_TILE
200064808, , , , GO8010_LC|1999VG135_TILE
200064809, , , , GO8010_LC|1999VG135_TILE
200064810, , , , GO8010_LC|1999VG135_TILE
200064811, , , , GO8010_LC|1999VG135_TILE
200064812, , , , GO8010_LC|1999VG135_TILE
200064813, , , , GO8010_LC|1999VG135_TILE
200064814, , , , GO8010_LC|1999VG135_TILE
200064815, , , , GO8010_LC|1999VG135_TILE
200064816, , , , GO8010_LC|1999VG135_TILE
200064817, , , , GO8010_LC|1999VG135_TILE
200064818, , , , GO8010_LC|1999VG135_TILE
200064819, , , , GO8010_LC|1999VG135_TILE
200064820, , , , GO8010_LC|1999VG135_TILE
200064821, , , , GO8010_LC|1999VG135_TILE
200064822, , , , GO8010_LC|1999VG135_TILE
200064823, , , , GO8010_LC|1999VG135_TILE
200064824, , , , GO8010_LC|1999VG135_TILE
200064825, , , , GO8010_LC|1999VG135_TILE
200064826, , , , GO8010_LC|1999VG135_TILE
200064827, , , , GO8010_LC|1999VG135_TILE
200064828, , , , GO8010_LC|1999VG135_TILE
200064829, , , , GO8010_LC|1999VG135_TILE
200064830, , , , GO8010_LC|1999VG135_TILE
200064831, , , , GO8010_LC|1999VG135_TILE
200064832, , , , GO8010_LC|1999VG135_TILE
200064833, , , , GO8010_LC|1999VG135_TILE
200064834, , , , GO8010_LC|1999VG135_TILE
200064835, , , , GO8010_LC|1999VG135_TILE
200064836, , , , GO8010_LC|1999VG135_TILE
200064837, , , , GO8010_LC|1999VG135_TILE
200064838, , , , GO8010_LC|1999VG135_TILE
200064839, , , , GO8010_LC|1999VG135_TILE
200064840, , , , GO8010_LC|1999VG135_TILE
200064841, , , , GO8010_LC|1999VG135_TILE
200064842, , , , GO8010_LC|1999VG135_TILE
200064843, , , , GO8010_LC|1999VG135_TILE
200064844, , , , GO8010_LC|1999VG135_TILE
200064845, , , , GO8010_LC|1999VG135_TILE
200064846, , , , GO8010_LC|1999VG135_TILE
200064847, , , , GO8010_LC|1999VG135_TILE
200064848, , , , GO8010_LC|1999VG135_TILE
200064849, , , , GO8010_LC|1999VG135_TILE
200064850, , , , GO8010_LC|1999VG135_TILE
200064851, , , , GO8010_LC|1999VG135_TILE
200064852, , , , GO8010_LC|1999VG135_TILE
200064853, , , , GO8010_LC|1999VG135_TILE
200064854, , , , GO8010_LC|1999VG135_TILE
200064855, , , , GO8010_LC|1999VG135_TILE
200064856, , , , GO8010_LC|1999VG135_TILE
200064857, , , , GO8010_LC|1999VG135_TILE
200064858, , , , GO8010_LC|1999VG135_TILE
200064859, , , , GO8010_LC|1999VG135_TILE
200064860, , , , GO8010_LC|1999VG135_TILE
200064861, , , , GO8010_LC|1999VG135_TILE
200064862, , , , GO8010_LC|1999VG135_TILE
200064863, , , , GO8010_LC|1999VG135_TILE
200064864, , , , GO8010_LC|1999VG135_TILE
200064865, , , , GO8010_LC|1999VG135_TILE
200064866, , , , GO8010_LC|1999VG135_TILE
200064867, , , , GO8010_LC|1999VG135_TILE
200064868, , , , GO8010_LC|1999VG135_TILE
200064869, , , , GO8010_LC|1999VG135_TILE
200064870, , , , GO8010_LC|1999VG135_TILE
200064871, , , , GO8010_LC|1999VG135_TILE
200064872, , , , GO8010_LC|1999VG135_TILE
200064873, , , , GO8010_LC|1999VG135_TILE
200064874, , , , GO8010_LC|1999VG135_TILE
200064875, , , , GO8010_LC|1999VG135_TILE
200064876, , , , GO8010_LC|1999VG135_TILE
200064877, , , , GO8010_LC|1999VG135_TILE
200064878, , , , GO8010_LC|1999VG135_TILE
200064879, , , , GO8010_LC|1999VG135_TILE
200064880, , , , GO8010_LC|1999VG135_TILE
200064881, , , , GO8010_LC|1999VG135_TILE
200064882, , , , GO8010_LC|1999VG135_TILE
200064883, , , , GO8010_LC|1999VG135_TILE
200064884, , , , GO8010_LC|1999VG135_TILE
200064885, , , , GO8010_LC|1999VG135_TILE
200064886, , , , GO8010_LC|1999VG135_TILE
200064887, , , , GO8010_LC|1999VG135_TILE
200064888, , , , GO8010_LC|1999VG135_TILE
200064889, , , , GO8010_LC|1999VG135_TILE
200064890, , , , GO8010_LC|1999VG135_TILE
200064891, , , , GO8010_LC|1999VG135_TILE
200064892, , , , GO8010_LC|1999VG135_TILE
200064893, , , , GO8010_LC|1999VG135_TILE
200064894, , , , GO8010_LC|1999VG135_TILE
200064895, , , , GO8010_LC|1999VG135_TILE
200064896, , , , GO8010_LC|1999VG135_TILE
200064897, , , , GO8010_LC|1999VG135_TILE
200064898, , , , GO8010_LC|1999VG135_TILE
200064899, , , , GO8010_LC|1999VG135_TILE
200064900, , , , GO8010_LC|1999VG135_TILE
200064901, , , , GO8010_LC|1999VG135_TILE
200064902, , , , GO8010_LC|1999VG135_TILE
200064903, , , , GO8010_LC|1999VG135_TILE
200064904, , , , GO8010_LC|1999VG135_TILE
200064905, , , , GO8010_LC|1999VG135_TILE
200064906, , , , GO8010_LC|1999VG135_TILE
200064907, , , , GO8010_LC|1999VG135_TILE
200064908, , , , GO8010_LC|1999VG135_TILE
200064909, , , , GO8010_LC|1999VG135_TILE
200064910, , , , GO8010_LC|1999VG135_TILE
200064911, , , , GO8010_LC|1999VG135_TILE
200064912, , , , GO8010_LC|1999VG135_TILE
200064913, , , , GO8010_LC|1999VG135_TILE
200064914, , , , GO8010_LC|1999VG135_TILE
200064915, , , , GO8010_LC|1999VG135_TILE
200064916, , , , GO8010_LC|1999VG135_TILE
200064917, , , , GO8010_LC|1999VG135_TILE
200064918, , , , GO8010_LC|1999VG135_TILE
200064919, , , , GO8010_LC|1999VG135_TILE
200064920, , , , GO8010_LC|1999VG135_TILE
200064921, , , , GO8010_LC|1999VG135_TILE
200064922, , , , GO8010_LC|1999VG135_TILE
200064923, , , , GO8010_LC|1999VG135_TILE
200064924, , , , GO8010_LC|1999VG135_TILE
200064925, , , , GO8010_LC|1999VG135_TILE
200064926, , , , GO8010_LC|1999VG135_TILE
200064927, , , , GO8010_LC|1999VG135_TILE
200064928, , , , GO8010_LC|1999VG135_TILE
200064929, , , , GO8010_LC|1999VG135_TILE
200064930, , , , GO8010_LC|1999VG135_TILE
200064931, , , , GO8010_LC|1999VG135_TILE
200064932, , , , GO8010_LC|1999VG135_TILE
200064933, , , , GO8010_LC|1999VG135_TILE
200064934, , , , GO8010_LC|1999VG135_TILE
200064935, , , , GO8010_LC|1999VG135_TILE
200064936, , , , GO8010_LC|1999VG135_TILE
200064937, , , , GO8010_LC|1999VG135_TILE
200064938, , , , GO8010_LC|1999VG135_TILE
200064939, , , , GO8010_LC|1999VG135_TILE
200064940, , , , GO8010_LC|1999VG135_TILE
200064941, , , , GO8010_LC|1999VG135_TILE
200064942, , , , GO8010_LC|1999VG135_TILE
200064943, , , , GO8010_LC|1999VG135_TILE
200064944, , , , GO8010_LC|1999VG135_TILE
200064945, , , , GO8010_LC|1999VG135_TILE
200064946, , , , GO8010_LC|1999VG135_TILE
200064947, , , , GO8010_LC|1999VG135_TILE
200064948, , , , GO8010_LC|1999VG135_TILE
200064949, , , , GO8010_LC|1999VG135_TILE
200064950, , , , GO8010_LC|1999VG135_TILE
200064951, , , , GO8010_LC|1999VG135_TILE
200064952, , , , GO8010_LC|1999VG135_TILE
200064953, , , , GO8010_LC|1999VG135_TILE
200064954, , , , GO8010_LC|1999VG135_TILE
200064955, , , , GO8010_LC|1999VG135_TILE
200064956, , , , GO8010_LC|1999VG135_TILE
200064957, , , , GO8010_LC|1999VG135_TILE
200064958, , , , GO8010_LC|1999VG135_TILE
200064959, , , , GO8010_LC|1999VG135_TILE
200064960, , , , GO8010_LC|1999VG135_TILE
200064961, , , , GO8010_LC|1999VG135_TILE
200064962, , , , GO8010_LC|1999VG135_TILE
200064963, , , , GO8010_LC|1999VG135_TILE
200064964, , , , GO8010_LC|1999VG135_TILE
200064965, , , , GO8010_LC|1999VG135_TILE
200064966, , , , GO8010_LC|1999VG135_TILE
200064967, , , , GO8010_LC|1999VG135_TILE
200064968, , , , GO8010_LC|1999VG135_TILE
200064969, , , , GO8010_LC|1999VG135_TILE
200064970, , , , GO8010_LC|1999VG135_TILE
200064971, , , , GO8010_LC|1999VG135_TILE
200064972, , , , GO8010_LC|1999VG135_TILE
200064973, , , , GO8010_LC|1999VG135_TILE
200064974, , , , GO8010_LC|1999VG135_TILE
200064975, , , , GO8010_LC|1999VG135_TILE
200064976, , , , GO8010_LC|1999VG135_TILE
200064977, , , , GO8010_LC|1999VG135_TILE
200064978, , , , GO8010_LC|1999VG135_TILE
200064979, , , , GO8010_LC|1999VG135_TILE
200064980, , , , GO8010_LC|1999VG135_TILE
200064981, , , , GO8010_LC|1999VG135_TILE
200064982, , , , GO8010_LC|1999VG135_TILE
200064983, , , , GO8010_LC|1999VG135_TILE
200064984, , , , GO8010_LC|1999VG135_TILE
200064985, , , , GO8010_LC|1999VG135_TILE
200064986, , , , GO8010_LC|1999VG135_TILE
200064987, , , , GO8010_LC|1999VG135_TILE
200064988, , , , GO8010_LC|1999VG135_TILE
200064989, , , , GO8010_LC|1999VG135_TILE
200064990, , , , GO8010_LC|1999VG135_TILE
200064991, , , , GO8010_LC|1999VG135_TILE
200064992, , , , GO8010_LC|1999VG135_TILE
200064993, , , , GO8010_LC|1999VG135_TILE
200064994, , , , GO8010_LC|1999VG135_TILE
200064995, , , , GO8010_LC|1999VG135_TILE
200064996, , , , GO8010_LC|1999VG135_TILE
200064997, , , , GO8010_LC|1999VG135_TILE
200064998, , , , GO8010_LC|1999VG135_TILE
200064999, , , , GO8010_LC|1999VG135_TILE
200065000, , , , GO8010_LC|1999VG135_TILE
200065001, , , , GO8010_LC|1999VG135_TILE
200065002, , , , GO8010_LC|1999VG135_TILE
200065003, , , , GO8010_LC|1999VG135_TILE
200065004, , , , GO8010_LC|1999VG135_TILE
200065005, , , , GO8010_LC|1999VG135_TILE
200065006, , , , GO8010_LC|1999VG135_TILE
200065007, , , , GO8010_LC|1999VG135_TILE
200065008, , , , GO8010_LC|1999VG135_TILE
200065009, , , , GO8010_LC|1999VG135_TILE
200065010, , , , GO8010_LC|1999VG135_TILE
200065011, , , , GO8010_LC|1999VG135_TILE
200065012, , , , GO8010_LC|1999VG135_TILE
200065013, , , , GO8010_LC|1999VG135_TILE
200065014, , , , GO8010_LC|1999VG135_TILE
200065015, , , , GO8010_LC|1999VG135_TILE
200065016, , , , GO8010_LC|1999VG135_TILE
200065017, , , , GO8010_LC|1999VG135_TILE
200065018, , , , GO8010_LC|1999VG135_TILE
200065019, , , , GO8010_LC|1999VG135_TILE
200065020, , , , GO8010_LC|1999VG135_TILE
200065021, , , , GO8010_LC|1999VG135_TILE
200065022, , , , GO8010_LC|1999VG135_TILE
200065023, , , , GO8010_LC|1999VG135_TILE
200065024, , , , GO8010_LC|1999VG135_TILE
200065025, , , , GO8010_LC|1999VG135_TILE
200065026, , , , GO8010_LC|1999VG135_TILE
200065027, , , , GO8010_LC|1999VG135_TILE
200065028, , , , GO8010_LC|1999VG135_TILE
200065029, , , , GO8010_LC|1999VG135_TILE
200065030, , , , GO8010_LC|1999VG135_TILE
200065031, , , , GO8010_LC|1999VG135_TILE
200065032, , , , GO8010_LC|1999VG135_TILE
200065033, , , , GO8010_LC|1999VG135_TILE
200065034, , , , GO8010_LC|1999VG135_TILE
200065035, , , , GO8010_LC|1999VG135_TILE
200065036, , , , GO8010_LC|1999VG135_TILE
200065037, , , , GO8010_LC|1999VG135_TILE
200065038, , , , GO8010_LC|1999VG135_TILE
200065039, , , , GO8010_LC|1999VG135_TILE
200065040, , , , GO8010_LC|1999VG135_TILE
200065041, , , , GO8010_LC|1999VG135_TILE
200065042, , , , GO8010_LC|1999VG135_TILE
200065043, , , , GO8010_LC|1999VG135_TILE
200065044, , , , GO8010_LC|1999VG135_TILE
200065045, , , , GO8010_LC|1999VG135_TILE
200065046, , , , GO8010_LC|1999VG135_TILE
200065047, , , , GO8010_LC|1999VG135_TILE
200065048, , , , GO8010_LC|1999VG135_TILE
200065049, , , , GO8010_LC|1999VG135_TILE
200065050, , , , GO8010_LC|1999VG135_TILE
200065051, , , , GO8010_LC|1999VG135_TILE
200065052, , , , GO8010_LC|1999VG135_TILE
200065053, , , , GO8010_LC|1999VG135_TILE
200065054, , , , GO8010_LC|1999VG135_TILE
200065055, , , , GO8010_LC|1999VG135_TILE
200065056, , , , GO8010_LC|1999VG135_TILE
200065057, , , , GO8010_LC|1999VG135_TILE
200065058, , , , GO8010_LC|1999VG135_TILE
200065059, , , , GO8010_LC|1999VG135_TILE
200065060, , , , GO8010_LC|1999VG135_TILE
200065061, , , , GO8010_LC|1999VG135_TILE
200065062, , , , GO8010_LC|1999VG135_TILE
200065063, , , , GO8010_LC|1999VG135_TILE
200065064, , , , GO8010_LC|1999VG135_TILE
200065065, , , , GO8010_LC|1999VG135_TILE
200065066, , , , GO8010_LC|1999VG135_TILE
200065067, , , , GO8010_LC|1999VG135_TILE
200065068, , , , GO8010_LC|1999VG135_TILE
200065069, , , , GO8010_LC|1999VG135_TILE
200065070, , , , GO8010_LC|1999VG135_TILE
200065071, , , , GO8010_LC|1999VG135_TILE
200065072, , , , GO8010_LC|1999VG135_TILE
200065073, , , , GO8010_LC|1999VG135_TILE
200065074, , , , GO8010_LC|1999VG135_TILE
200065075, , , , GO8010_LC|1999VG135_TILE
200065076, , , , GO8010_LC|1999VG135_TILE
200065077, , , , GO8010_LC|1999VG135_TILE
200065078, , , , GO8010_LC|1999VG135_TILE
200065079, , , , GO8010_LC|1999VG135_TILE
200065080, , , , GO8010_LC|1999VG135_TILE
200065081, , , , GO8010_LC|1999VG135_TILE
200065082, , , , GO8010_LC|1999VG135_TILE
200065083, , , , GO8010_LC|1999VG135_TILE
200065084, , , , GO8010_LC|1999VG135_TILE
200065085, , , , GO8010_LC|1999VG135_TILE
200065086, , , , GO8010_LC|1999VG135_TILE
200065087, , , , GO8010_LC|1999VG135_TILE
200065088, , , , GO8010_LC|1999VG135_TILE
200065089, , , , GO8010_LC|1999VG135_TILE
200065090, , , , GO8010_LC|1999VG135_TILE
200065091, , , , GO8010_LC|1999VG135_TILE
200065092, , , , GO8010_LC|1999VG135_TILE
200065093, , , , GO8010_LC|1999VG135_TILE
200065094, , , , GO8010_LC|1999VG135_TILE
200065095, , , , GO8010_LC|1999VG135_TILE
200065096, , , , GO8010_LC|1999VG135_TILE
200065097, , , , GO8010_LC|1999VG135_TILE
200065098, , , , GO8010_LC|1999VG135_TILE
200065099, , , , GO8010_LC|1999VG135_TILE
200065100, , , , GO8010_LC|1999VG135_TILE
200065101, , , , GO8010_LC|1999VG135_TILE
200065102, , , , GO8010_LC|1999VG135_TILE
200065103, , , , GO8010_LC|1999VG135_TILE
200065104, , , , GO8010_LC|1999VG135_TILE
200065105, , , , GO8010_LC|1999VG135_TILE
200065106, , , , GO8010_LC|1999VG135_TILE
200065107, , , , GO8010_LC|1999VG135_TILE
200065108, , , , GO8010_LC|1999VG135_TILE
200065109, , , , GO8010_LC|1999VG135_TILE
200065110, , , , GO8010_LC|1999VG135_TILE
200065111, , , , GO8010_LC|1999VG135_TILE
200065112, , , , GO8010_LC|1999VG135_TILE
200065113, , , , GO8010_LC|1999VG135_TILE
200065114, , , , GO8010_LC|1999VG135_TILE
200065115, , , , GO8010_LC|1999VG135_TILE
200065116, , , , GO8010_LC|1999VG135_TILE
200065117, , , , GO8010_LC|1999VG135_TILE
200065118, , , , GO8010_LC|1999VG135_TILE
200065119, , , , GO8010_LC|1999VG135_TILE
200065120, , , , GO8010_LC|1999VG135_TILE
200065121, , , , GO8010_LC|1999VG135_TILE
200065122, , , , GO8010_LC|1999VG135_TILE
200065123, , , , GO8010_LC|1999VG135_TILE
200065124, , , , GO8010_LC|1999VG135_TILE
200065125, , , , GO8010_LC|1999VG135_TILE
200065126, , , , GO8010_LC|1999VG135_TILE
200065127, , , , GO8010_LC|1999VG135_TILE
200065128, , , , GO8010_LC|1999VG135_TILE
200065129, , , , GO8010_LC|1999VG135_TILE
200065130, , , , GO8010_LC|1999VG135_TILE
